mean_skewness,mean_kurtosis,pca_components_95_var,max_categories,mean_categories,mean_entropy,correlation,confidence,support,value_below_thres,prop_below_thres,target
0.0550380365824755,-1.0988794186277095,1,24,6.133333333333334,0.8714504012656102,7.548487529565028,0,0,0.4974834147653358,0.5066666666666667,0.20265589230676023
0.0301761853575944,-1.0921473221785827,1,25,6.0,0.8462066777439096,0.7137665536888247,0,0,0.4820515043303869,0.47,0.09429311389729944
0.1878081820783026,-0.9801897772578343,1,25,6.066666666666666,0.8743440985630287,0.12433228955608767,0,0,0.6018704978197896,0.5,0.07377907696925612
0.19472216640482765,-0.942440485889072,1,25,6.0,0.8481649375325231,0.4738951056951954,0,0,0.3939969614036944,0.51,0.15394137879982644
0.1940796303765156,-0.9493909928066233,1,25,6.0,0.851349953985217,6.818867188192925,0,0,0.5220944329757926,0.46,0.18402066936968997
0.07494424125338527,-1.033012479422277,1,25,6.066666666666666,0.8504541752828341,1.0807685465219712,0,0,0.5622023243615994,0.5,0.031063727770765603
0.09692409876575168,-0.9516256740851321,1,25,6.133333333333334,0.846104919617854,0.5669633139010573,0,0,0.5163750480293751,0.5933333333333334,0.032447690831111875
0.059328348612135665,-0.9518705430194196,1,25,6.133333333333334,0.8368166069252816,4.01111791105671,0,0,0.4999109708899584,0.43,0.06802214617358582
0.08804349837479215,-0.8890558590448725,1,25,5.933333333333334,0.8718529806913672,0.11955494374561895,0,0,0.5576318879459123,0.4633333333333333,0.03487333964710171
0.19450231644431795,-0.8897888847685711,1,25,6.066666666666666,0.8550187326772959,0.20595607082939016,0,0,0.5705900099826122,0.4633333333333333,0.005492031540356379
0.27956932940014995,-0.65811143901397,1,25,6.2,0.8615450323857362,1.6144814090019568,0,0,0.4268495735633525,0.5133333333333333,0.13374415543892804
0.07991023544167945,-0.9395836188142725,1,25,6.0,0.8399078706532699,3.0254185632358084,0,0,0.4963683930308228,0.5233333333333333,0.16101165802666162
0.08363726735693842,-1.082093904999477,1,25,6.133333333333334,0.8570809636436237,0.9092187487836503,0,0,0.5889641601270453,0.5133333333333333,0.007791438987077792
0.17161966142463414,-0.9960819590087975,1,24,6.133333333333334,0.8397125242995667,0.0,0,0,0.5073918886360504,0.4533333333333333,0.10371122948904876
0.1621096533993183,-0.8641053494381974,1,25,6.066666666666666,0.8589314755029742,3.6511754651669404,0,0,0.5206611485017549,0.5166666666666667,0.029207153268887454
0.1665822566617626,-0.9897489681267473,1,25,6.066666666666666,0.8926797452884118,2.3896254256161424,0,0,0.5015303276418288,0.5066666666666667,0.13573964837233055
0.11879892556506545,-0.9923865845214483,1,25,6.0,0.8690528306578174,2.794714625349746,0,0,0.5345176385781139,0.5133333333333333,0.12937297414711357
0.27563289741178554,-0.767377131262819,1,25,6.0,0.8649442547380196,6.774711455552855,0,0,0.491422705776392,0.47,0.11162843858031724
0.1835089449000366,-1.0615631726766261,1,25,6.133333333333334,0.8682412970432609,0.8859495389667795,0,0,0.6040351132358486,0.48,0.006050708690141016
0.16373349484210217,-0.8336767242834942,1,25,6.0,0.8750051567614087,0.47135639878836716,0,0,0.5838663491642239,0.4633333333333333,0.01400176002023501
-0.027900417961783535,-0.886013934751051,1,25,6.0,0.8399703417743705,0.5150274395472455,0,0,0.4935340812164732,0.49,0.06340991071204005
0.10804234043547188,-1.0532803737704488,1,25,6.066666666666666,0.875174075588539,0.0,0,0,0.566457163339328,0.49666666666666665,0.0030054500966265607
0.23702113819980677,-0.7402061624212282,1,24,5.933333333333334,0.8663168709780729,0.0009519104744064942,0,0,0.5516760434007449,0.5166666666666667,0.005278619443240706
0.15510427492348874,-0.7792999103423628,1,25,6.066666666666666,0.8991384654311593,0.20296528010596426,0,0,0.5790399806602519,0.49666666666666665,0.03626922788753306
0.2223933983062374,-0.920978823206136,1,25,6.0,0.859953022683624,0.914785965904553,0,0,0.4077635663244919,0.47333333333333333,0.20610406430702416
0.17109432877416206,-0.983375923135231,1,25,5.8,0.8532816613716216,0.4433283730158729,0,0,0.5585130148937496,0.52,0.03353469040167212
0.13331009583293846,-0.9625046794592698,1,25,5.933333333333334,0.8453018096856745,0.0,0,0,0.567858766824546,0.48,0.08499485525757089
0.19899522049851986,-0.9500754941507594,1,25,6.0,0.8752898747377695,0.44586043446330653,0,0,0.5416605478570183,0.4066666666666667,0.027418633964063188
-0.06991626897590983,-1.075081976792404,1,25,6.066666666666666,0.864131763330805,10.612430132295087,0,0,0.4289161015690222,0.47,0.17890540494235846
0.1449653547951151,-0.83564492041805,1,25,6.133333333333334,0.8621060371495275,2.1419005711148316,0,0,0.4094733399490805,0.4633333333333333,0.0961453552375518
0.11159097978341477,-1.0108429638243017,1,25,6.0,0.8281531255050306,0.7195454932202984,0,0,0.4651180376013577,0.46,0.09012324341395261
0.06656876519563766,-0.9123120297368166,1,25,6.266666666666667,0.8757513064279209,3.250836979723437,0,0,0.3863354517927714,0.4633333333333333,0.13353481197722372
0.028297639268125195,-1.1020443189668947,1,25,6.266666666666667,0.8956381966557563,0.35752996201026,0,0,0.5523858483353403,0.47333333333333333,0.13579147344460274
0.21800342998750122,-0.8532010032133428,1,25,6.2,0.8946833202106556,3.7129745971426282,0,0,0.45354034608412375,0.48333333333333334,0.19992998864886757
0.16300678321750073,-1.1086104213945511,1,25,5.933333333333334,0.876589687735142,1.840635552908452,0,0,0.5248223634382888,0.49,0.10893149442983407
0.15692196180192994,-1.0882389220811655,1,25,6.133333333333334,0.857303018665304,1.1810869795765708,0,0,0.4507547626014727,0.45,0.13212334398387432
0.14338316343146973,-1.0892179319768185,1,25,5.933333333333334,0.858948688453233,3.1539888682745874,0,0,0.45861001960611264,0.51,0.11167861860257816
0.23773949955732315,-0.9577570986742714,1,25,6.2,0.8609946778370543,2.490055718252358,0,0,0.4401515994894716,0.45666666666666667,0.01212913532022486
